1801,7.267146,0.08224,
8215,7.349386,0.121728,
8018,7.471114,0.076916,
8275,7.54803,0.081937,
8341,7.629967,0.080102,
8261,7.710069,0.116822,
8216,7.826891,0.080737,
8213,7.907628,0.081113,
8231,7.988741,0.080488,
8229,8.069229,0.080276,
8223,8.149505,0.120611,
8219,8.270116,0.084081,
8222,8.354197,0.07509,
8238,8.429287,0.078436,
8232,8.507723,0.121735,
8225,8.629458,0.079347,
8234,8.708805,0.081413,
8238,8.790218,0.077555,
8227,8.867773,0.119993,
8224,8.987766,0.079764,
8219,9.06753,0.079734,
8216,9.147264,0.082273,
8215,9.229537,0.121059,
8219,9.350596,0.077203,
8220,9.427799,0.081692,
8220,9.509491,0.080911,
8217,9.590402,0.077611,
8212,9.668013,0.12143,
8206,9.789443,0.082703,
8206,9.872146,0.07778,
8202,9.949926,0.078314,
8202,10.02824,0.11869,
8206,10.14693,0.08224,
8211,10.22917,0.07768,
8210,10.30685,0.08095,
8209,10.3878,0.12015,
8207,10.50795,0.08128,
8198,10.58923,0.07901,
8192,10.66824,0.07876,
7937,10.747,0.12067,
8191,10.86767,0.0822,
8447,10.94987,0.07862,
8193,11.02849,0.07961,
8195,11.1081,0.0793,
8195,11.1874,0.12195,
8193,11.30935,0.07825,
8192,11.3876,0.08362,
8192,11.47122,0.07801,
7936,11.54923,0.11861,
8191,11.66784,0.08136,125.3307555
8189,11.7492,0.07794,84.5502677
8187,11.82714,0.08124,51.76977989
8186,11.90838,0.1214,38.37953599
8186,12.02978,0.08183,38.37953599
8185,12.11161,0.07583,26.98929209
8184,12.18744,0.08333,17.59904819
8182,12.27077,0.12001,4.818560381
8184,12.39078,0.07857,17.59904819
8188,12.46935,0.07801,67.1600238
8190,12.54736,0.08166,103.9405116
8191,12.62902,0.07985,125.3307555
8188,12.70887,0.1195,67.1600238
8186,12.82837,0.08033,38.37953599
8181,12.9087,0.07988,1.428316478
8175,12.98858,0.08088,23.08685306
8175,13.06946,0.11801,23.08685306
8177,13.18747,0.08116,7.867340869
8177,13.26863,0.09254,7.867340869
8177,13.36117,0.06576,7.867340869
8179,13.42693,0.12205,0.647828673
8181,13.54898,0.08163,1.428316478
8179,13.63061,0.07767,0.647828673
8178,13.70828,0.07954,3.257584771
8180,13.78782,0.12144,0.038072576
8179,13.90926,0.07781,0.647828673
8176,13.98707,0.08093,14.47709697
8176,14.068,0.08122,14.47709697
8176,14.14922,0.07945,14.47709697
8174,14.22867,0.16187,33.69660916
8172,14.39054,0.03894,60.91612136
8169,14.42948,0.07859,116.7453896
8172,14.50807,0.08172,60.91612136
8176,14.58979,0.11935,14.47709697
8178,14.70914,0.07935,3.257584771
8178,14.78849,0.07982,3.257584771
8177,14.86831,0.11884,7.867340869
8176,14.98715,0.12277,14.47709697
8174,15.10992,0.04007,33.69660916
8174,15.14999,0.07857,33.69660916
8169,15.22856,-15.22856,116.7453896
61.37844362,,,29.15181682
